iter	Passed	Remaining
368	698	1193
369	698	1189
370	699	1185
371	700	1182
372	701	1178
373	701	1174
374	702	1171
375	703	1167
376	704	1164
377	705	1161
378	706	1157
379	707	1154
380	708	1150
381	709	1147
382	709	1143
383	710	1139
384	711	1135
385	711	1132
386	712	1128
387	713	1124
388	713	1121
389	714	1117
390	715	1114
391	715	1110
392	716	1106
393	717	1103
394	717	1099
395	718	1095
396	718	1091
397	719	1088
398	720	1084
399	721	1081
400	721	1078
401	722	1075
402	724	1072
403	724	1069
404	725	1065
405	726	1062
406	726	1058
407	727	1055
408	728	1052
409	729	1049
410	729	1045
411	730	1042
412	731	1039
413	731	1035
414	732	1032
415	733	1029
416	733	1025
417	734	1022
418	734	1018
419	735	1015
420	736	1013
421	737	1009
422	738	1007
423	739	1004
424	739	1000
425	740	997
426	741	994
427	742	991
428	742	988
429	743	985
430	744	982
431	745	979
432	745	976
433	746	973
434	747	970
435	747	967
436	748	964
437	749	961
438	750	959
439	751	956
440	753	954
441	754	952
442	755	949
443	755	946
444	757	944
445	758	942
446	759	939
447	760	936
448	760	933
449	761	930
450	762	927
451	762	924
452	763	922
453	764	918
454	764	915
455	765	913
456	766	910
457	767	908
458	768	906
459	769	903
460	770	900
461	770	897
462	771	894
463	772	892
464	773	889
465	773	886
466	774	883
467	775	881
468	775	878
469	776	875
470	777	872
471	777	869
472	778	867
473	778	864
474	779	861
475	780	858
476	781	856
477	781	853
478	782	851
479	783	849
480	784	846
481	785	843
482	785	841
483	786	838
484	787	836
485	788	833
486	789	831
487	789	828
488	790	826
489	791	823
490	791	820
491	792	818
492	793	815
493	793	812
494	794	810
495	794	807
496	795	804
497	796	802
498	797	800
499	798	798
500	799	795
501	799	793
502	800	790
503	800	788
504	801	785
505	802	783
506	803	781
507	803	778
508	804	776
509	805	773
510	805	771
511	806	768
512	807	766
513	808	764
514	808	761
515	809	759
516	809	756
517	810	754
518	811	752
519	812	749
520	813	747
521	814	745
522	814	743
523	815	740
524	816	738
525	816	736
526	817	733
527	818	731
528	819	729
529	819	726
530	820	724
531	821	722
532	821	719
533	822	717
534	823	715
535	823	713
536	824	710
537	825	708
538	825	706
539	826	704
540	827	702
541	829	700
542	829	698
543	830	695
544	831	693
545	832	691
546	832	689
547	833	687
548	834	685
549	834	683
550	835	680
551	836	678
552	837	676
553	837	674
554	838	672
555	838	669
556	839	667
557	839	665
558	840	663
559	841	661
560	842	659
561	843	657
562	844	655
563	845	653
564	845	651
565	846	648
566	846	646
567	847	644
568	848	642
569	848	640
570	849	638
571	850	636
572	851	634
573	851	632
574	852	630
575	853	627
576	853	625
577	854	623
578	855	621
579	855	619
580	856	617
581	857	616
582	858	614
583	859	612
584	860	610
585	860	608
586	861	606
587	862	604
588	863	602
589	864	600
590	865	598
591	866	596
592	866	594
593	867	592
594	868	590
595	868	588
596	869	586
597	870	584
598	871	583
599	872	581
600	873	579
601	874	578
602	875	576
603	876	574
604	877	572
605	878	571
606	879	569
607	879	567
608	880	565
609	881	563
610	882	561
611	882	559
612	883	557
613	884	555
614	885	554
615	886	552
616	887	550
617	888	549
618	889	547
619	890	545
620	891	544
621	892	542
622	893	540
623	894	538
624	894	536
625	895	534
626	896	533
627	897	531
628	898	529
629	899	528
630	899	526
631	900	524
632	901	522
633	902	521
634	903	519
635	905	518
636	906	516
637	907	514
638	908	513
639	909	511
640	910	509
641	911	508
642	912	506
643	912	504
644	913	502
645	914	501
646	916	500
647	917	498
648	919	497
649	920	495
650	921	494
651	922	492
652	923	490
653	924	488
654	924	487
655	925	485
656	926	483
657	927	482
658	928	480
659	929	478
660	930	477
661	931	475
662	932	473
663	933	472
664	934	470
665	935	469
666	936	467
667	937	465
668	938	464
669	938	462
670	939	460
671	940	459
672	941	457
673	942	455
674	942	453
675	943	452
676	944	450
677	945	448
678	946	447
679	946	445
680	947	443
681	948	442
682	950	440
683	950	439
684	951	437
685	952	436
686	953	434
687	954	432
688	954	430
689	955	429
690	955	427
691	956	425
692	957	424
693	958	422
694	959	420
695	959	419
696	960	417
697	961	415
698	962	414
699	963	412
700	964	411
701	965	409
702	966	408
703	967	406
704	968	405
705	968	403
706	969	401
707	970	400
708	971	398
709	972	397
710	972	395
711	973	393
712	973	391
713	974	390
714	975	388
715	976	387
716	977	385
717	978	384
718	979	382
719	980	381
720	982	380
721	983	378
722	984	377
723	985	375
724	986	374
725	987	372
726	988	371
727	989	369
728	990	368
729	991	366
730	992	365
731	993	363
732	994	362
733	995	360
734	996	359
735	997	357
736	998	356
737	999	354
738	1000	353
739	1001	351
740	1002	350
741	1003	348
742	1004	347
743	1004	345
744	1005	344
745	1006	342
746	1008	341
747	1009	340
748	1010	338
749	1011	337
750	1011	335
751	1012	333
752	1013	332
753	1014	331
754	1015	329
755	1016	328
756	1018	326
757	1018	325
758	1019	323
759	1020	322
760	1021	320
761	1022	319
762	1023	317
763	1024	316
764	1025	314
765	1025	313
766	1026	311
767	1027	310
768	1028	308
769	1028	307
770	1029	305
771	1030	304
772	1031	302
773	1032	301
774	1032	299
775	1033	298
776	1034	297
777	1036	295
778	1037	294
779	1038	293
780	1040	291
781	1041	290
782	1042	288
783	1042	287
784	1043	285
785	1044	284
786	1045	282
787	1045	281
788	1046	279
789	1047	278
790	1048	276
791	1048	275
792	1049	273
793	1050	272
794	1050	270
795	1051	269
796	1052	268
797	1053	266
798	1053	265
799	1055	263
800	1056	262
801	1058	261
802	1059	259
803	1060	258
804	1061	257
805	1062	255
806	1063	254
807	1064	252
808	1065	251
809	1066	250
810	1066	248
811	1068	247
812	1069	245
813	1069	244
814	1070	242
815	1071	241
816	1072	240
817	1072	238
818	1073	237
819	1074	235
820	1075	234
821	1076	233
822	1076	231
823	1077	230
824	1078	228
825	1079	227
826	1080	225
827	1081	224
828	1082	223
829	1083	221
830	1084	220
831	1084	219
832	1085	217
833	1086	216
834	1087	214
835	1087	213
836	1088	212
837	1089	210
838	1089	209
839	1090	207
840	1091	206
841	1092	205
842	1093	203
843	1094	202
844	1095	200
845	1096	199
846	1097	198
847	1098	196
848	1098	195
849	1099	194
850	1100	192
851	1100	191
852	1101	189
853	1102	188
854	1103	187
855	1103	185
856	1104	184
857	1105	182
858	1105	181
859	1106	180
860	1107	178
861	1107	177
862	1108	175
863	1109	174
864	1110	173
865	1110	171
866	1111	170
867	1112	169
868	1113	167
869	1114	166
870	1114	165
871	1115	163
872	1116	162
873	1117	161
874	1118	159
875	1118	158
876	1119	157
877	1120	155
878	1120	154
879	1121	152
880	1121	151
881	1122	150
882	1123	148
883	1123	147
884	1124	146
885	1125	144
886	1126	143
887	1127	142
888	1128	140
889	1129	139
890	1129	138
891	1130	136
892	1131	135
893	1132	134
894	1132	132
895	1133	131
896	1134	130
897	1134	128
898	1135	127
899	1136	126
900	1136	124
901	1137	123
902	1138	122
903	1138	120
904	1139	119
905	1140	118
906	1141	117
907	1142	115
908	1143	114
909	1143	113
910	1144	111
911	1145	110
912	1146	109
913	1146	107
914	1147	106
915	1148	105
916	1149	104
917	1149	102
918	1150	101
919	1151	100
920	1151	98
921	1152	97
922	1153	96
923	1153	94
924	1154	93
925	1155	92
926	1156	91
927	1157	89
928	1158	88
929	1159	87
930	1159	85
931	1160	84
932	1161	83
933	1162	82
934	1162	80
935	1163	79
936	1163	78
937	1164	76
938	1165	75
939	1166	74
940	1166	73
941	1167	71
942	1168	70
943	1168	69
944	1169	68
945	1170	66
946	1171	65
947	1172	64
948	1173	63
949	1173	61
950	1174	60
951	1175	59
952	1176	58
953	1177	56
954	1177	55
955	1178	54
956	1179	52
957	1180	51
958	1180	50
959	1181	49
960	1182	47
961	1183	46
962	1183	45
963	1184	44
964	1185	43
965	1186	41
966	1187	40
967	1188	39
968	1189	38
969	1189	36
970	1190	35
971	1191	34
972	1192	33
973	1193	31
974	1194	30
975	1194	29
976	1195	28
977	1196	26
978	1197	25
979	1198	24
980	1198	23
981	1199	21
982	1200	20
983	1201	19
984	1203	18
985	1204	17
986	1204	15
987	1205	14
988	1206	13
989	1207	12
990	1208	10
991	1209	9
992	1210	8
993	1210	7
994	1211	6
995	1212	4
996	1213	3
997	1214	2
998	1215	1
999	1216	0
