iter	RMSE
321	6.028118584
322	6.023188615
323	6.018757876
324	6.014133797
325	6.009459994
326	6.004465125
327	5.99986932
328	5.995525531
329	5.99015182
330	5.985354894
331	5.980955749
332	5.977484835
333	5.973892694
334	5.969634626
335	5.96454394
336	5.959945166
337	5.955073811
338	5.951145884
339	5.948105174
340	5.943700415
341	5.939527634
342	5.935850922
343	5.932062876
344	5.928058474
345	5.923175283
346	5.919340658
347	5.914343603
348	5.910212989
349	5.906566567
350	5.90281287
351	5.898610016
352	5.894688245
353	5.891295004
354	5.888238885
355	5.883633678
356	5.880471041
357	5.877711597
358	5.874093918
359	5.870484747
360	5.867095532
361	5.863112751
362	5.860012073
363	5.857064737
364	5.853998149
365	5.850224166
366	5.846597487
367	5.842303007
368	5.839521134
369	5.836971086
370	5.83350744
371	5.828718825
372	5.824792566
373	5.820214094
374	5.81700105
375	5.813355635
376	5.810021331
377	5.8080831
378	5.804865867
379	5.800997299
380	5.798791941
381	5.796283731
382	5.792709195
383	5.789827149
384	5.786839968
385	5.783875732
386	5.782058929
387	5.779490326
388	5.776859274
389	5.773183815
390	5.770051674
391	5.767400635
392	5.764775069
393	5.762079256
394	5.759204583
395	5.756161366
396	5.752369098
397	5.748416088
398	5.745164679
399	5.742397305
400	5.739045328
401	5.736533711
402	5.733181472
403	5.730296414
404	5.727158467
405	5.724966296
406	5.722479806
407	5.719478416
408	5.71618158
409	5.713606519
410	5.712050013
411	5.710126744
412	5.707117352
413	5.703713752
414	5.700916633
415	5.698464729
416	5.69589314
417	5.694509381
418	5.692427815
419	5.690321052
420	5.688107987
421	5.686254948
422	5.683217187
423	5.680746159
424	5.678257016
425	5.676360616
426	5.674021856
427	5.671034074
428	5.669721831
429	5.667072821
430	5.66519423
431	5.66302643
432	5.661693073
433	5.659287469
434	5.657480805
435	5.655411089
436	5.653259676
437	5.651235853
438	5.648966489
439	5.645546436
440	5.64376338
441	5.641581239
442	5.639488104
443	5.638037908
444	5.636301743
445	5.634338492
446	5.632366306
447	5.629576561
448	5.628050296
449	5.624724704
450	5.623262515
451	5.620964695
452	5.618553871
453	5.615601373
454	5.613751846
455	5.611986771
456	5.610607555
457	5.608984186
458	5.607008362
459	5.605358423
460	5.603804435
461	5.602243833
462	5.600582785
463	5.599420743
464	5.598234615
465	5.596221931
466	5.594860656
467	5.592203911
468	5.590092183
469	5.588257798
470	5.585665587
471	5.584360931
472	5.583032086
473	5.581634972
474	5.579574534
475	5.578110272
476	5.576688051
477	5.575017492
478	5.573674657
479	5.571446917
480	5.569204549
481	5.566917603
482	5.565685295
483	5.563711925
484	5.561025859
485	5.559076079
486	5.558117318
487	5.557152811
488	5.555591515
489	5.554260362
490	5.552961236
491	5.551064967
492	5.550104075
493	5.5489652
494	5.547282087
495	5.545449413
496	5.544136845
497	5.542157529
498	5.540094722
499	5.538116045
500	5.536472152
501	5.534788868
502	5.533361138
503	5.531895208
504	5.530684302
505	5.529594633
506	5.527452453
507	5.525780191
508	5.523801569
509	5.522535446
510	5.520731777
511	5.519164868
512	5.517847621
513	5.516084515
514	5.514940732
515	5.513830078
516	5.512404044
517	5.511140167
518	5.509518254
519	5.508200582
520	5.507158193
521	5.505476061
522	5.504169958
523	5.503138404
524	5.502161355
525	5.499788755
526	5.497773926
527	5.496152526
528	5.49437354
529	5.493369102
530	5.492503431
531	5.491832343
532	5.489507303
533	5.487834166
534	5.486820364
535	5.486091272
536	5.4848729
537	5.483504887
538	5.481856373
539	5.480072006
540	5.478610552
541	5.477268586
542	5.475472039
543	5.474529278
544	5.472966849
545	5.470858794
546	5.469996255
547	5.468190864
548	5.466811223
549	5.466013786
550	5.464902497
551	5.464219401
552	5.463591121
553	5.461994666
554	5.461115966
555	5.460251312
556	5.45941063
557	5.458254463
558	5.456901174
559	5.455628313
560	5.454618001
561	5.453788622
562	5.45254071
563	5.451797962
564	5.450638534
565	5.449856445
566	5.448993104
567	5.448005486
568	5.446791496
569	5.445325477
570	5.444414419
571	5.443404917
572	5.44228727
573	5.440371841
574	5.438971214
575	5.437762455
576	5.436929976
577	5.435268016
578	5.434301843
579	5.433639344
580	5.432689212
581	5.430953513
582	5.430180513
583	5.429224279
584	5.428460288
585	5.427486924
586	5.426830361
587	5.425573631
588	5.424679401
589	5.423652916
590	5.422538379
591	5.421135876
592	5.420207942
593	5.419084489
594	5.418064229
595	5.416658649
596	5.415957081
597	5.415166103
598	5.413964566
599	5.41329297
600	5.412716734
601	5.411059893
602	5.410348791
603	5.409598985
604	5.408601221
605	5.407810138
606	5.406906935
607	5.406197734
608	5.405277078
609	5.403818503
610	5.402547644
611	5.401708228
612	5.400165158
613	5.39925487
614	5.398427527
615	5.397754479
616	5.39687074
617	5.395893858
618	5.394668972
619	5.393376778
620	5.392559931
621	5.391801329
622	5.391139639
623	5.390390495
624	5.389779871
625	5.388253308
626	5.387501626
627	5.386545881
628	5.385579325
629	5.385053326
630	5.384552256
631	5.383401273
632	5.381917818
633	5.380827261
634	5.380006195
635	5.379518766
636	5.378236362
637	5.377676744
638	5.377381504
639	5.376756344
640	5.376198173
641	5.374734346
642	5.374029458
643	5.372895288
644	5.372438888
645	5.371836468
646	5.370718996
647	5.369899335
648	5.36915617
649	5.368592894
650	5.367627945
651	5.366466867
652	5.366033497
653	5.365599295
654	5.364877002
655	5.364131276
656	5.363698498
657	5.363115415
658	5.361855789
659	5.361094609
660	5.35983289
661	5.358895783
662	5.358510079
663	5.357584513
664	5.356987477
665	5.35582397
666	5.354857117
667	5.354309569
668	5.353459088
669	5.352498831
670	5.351656639
671	5.350497225
672	5.349489097
673	5.348691911
674	5.348011735
675	5.347456847
676	5.347023171
677	5.346539288
678	5.346054135
679	5.344854956
680	5.344070445
681	5.3433084
682	5.342891587
683	5.342535758
684	5.342142791
685	5.341272318
686	5.340900006
687	5.339873353
688	5.339091598
689	5.338094808
690	5.337238969
691	5.33682326
692	5.336049714
693	5.335561403
694	5.334456521
695	5.333817537
696	5.333153212
697	5.332408078
698	5.331428467
699	5.330364601
700	5.329783711
701	5.328924839
702	5.32822972
703	5.328081952
704	5.326777231
705	5.325910283
706	5.325399879
707	5.324760181
708	5.324055759
709	5.323399498
710	5.322504156
711	5.321352743
712	5.320705148
713	5.320124337
714	5.319084362
715	5.318282164
716	5.317609583
717	5.316702052
718	5.316105139
719	5.315657695
720	5.314850467
721	5.313949611
722	5.312584916
723	5.31162519
724	5.311172096
725	5.310404245
726	5.309733181
727	5.308973721
728	5.308208334
729	5.307632271
730	5.307090145
731	5.306966342
732	5.306196438
733	5.305222508
734	5.304688228
735	5.304285085
736	5.303724192
737	5.303208
738	5.302594005
739	5.301970973
740	5.301250978
741	5.300806295
742	5.300386181
743	5.299987667
744	5.299547807
745	5.299105539
746	5.298463068
747	5.297832399
748	5.297524025
749	5.297124192
750	5.296448791
751	5.295576773
752	5.295019312
753	5.294470771
754	5.293970238
755	5.293147823
756	5.292103029
757	5.29130683
758	5.290595818
759	5.29014251
760	5.289772609
761	5.289258362
762	5.288860284
763	5.28820695
764	5.28789644
765	5.287241474
766	5.286834614
767	5.286154497
768	5.285711163
769	5.2848767
770	5.283681574
771	5.282997953
772	5.282427372
773	5.282015628
774	5.281441741
775	5.28093791
776	5.280321582
777	5.279761106
778	5.279363987
779	5.278902971
780	5.278438431
781	5.277944321
782	5.276989339
783	5.275845465
784	5.27520117
785	5.274630008
786	5.274163598
787	5.27383532
788	5.273518257
789	5.273020495
790	5.272045085
791	5.271274975
792	5.270829908
793	5.270433946
794	5.269787925
795	5.269142571
796	5.268202931
797	5.267746751
798	5.267027715
799	5.266278657
800	5.26594935
801	5.264906738
802	5.264586811
803	5.264381459
804	5.263802915
805	5.263008764
806	5.262032401
807	5.261713324
808	5.260526512
809	5.259762072
810	5.259276094
811	5.25877724
812	5.258471158
813	5.257545762
814	5.257110259
815	5.256784591
816	5.256223996
817	5.2558293
818	5.255426842
819	5.25464579
820	5.254313131
821	5.253752886
822	5.252965183
823	5.252377439
824	5.251774221
825	5.251368957
826	5.251037479
827	5.250557572
828	5.250039271
829	5.24934438
830	5.249213763
831	5.248790916
832	5.248217791
833	5.247814822
834	5.247468796
835	5.247101774
836	5.246682297
837	5.245997502
838	5.245640623
839	5.245166502
840	5.244685194
841	5.244603912
842	5.244092134
843	5.243726733
844	5.243071322
845	5.242793458
846	5.242433469
847	5.242353108
848	5.241409481
849	5.241005527
850	5.240576383
851	5.240253199
852	5.239898401
853	5.238959736
854	5.238047975
855	5.237472397
856	5.236915086
857	5.236512729
858	5.23614543
859	5.235439458
860	5.235091117
861	5.234839111
862	5.234483927
863	5.233858012
864	5.233372735
865	5.233280658
866	5.23220177
867	5.231912932
868	5.231573828
869	5.231115842
870	5.230689322
871	5.230144758
872	5.229394422
873	5.229025394
874	5.22864326
875	5.227970659
876	5.227615877
877	5.227282709
878	5.226862751
879	5.226533412
880	5.226206153
881	5.225504197
882	5.225156708
883	5.224846163
884	5.224256803
885	5.223810544
886	5.223367366
887	5.222637485
888	5.222325103
889	5.221676921
890	5.221112614
891	5.220552871
892	5.219885711
893	5.219550902
894	5.21915056
895	5.218802227
896	5.21836909
897	5.217944845
898	5.217011737
899	5.216634852
900	5.215735496
901	5.215418354
902	5.215090708
903	5.214245809
904	5.213827065
905	5.213172188
906	5.212677063
907	5.212340109
908	5.211594194
909	5.21106183
910	5.210332257
911	5.210238125
912	5.20923148
913	5.208954987
914	5.208411805
915	5.208367757
916	5.208030751
917	5.207616223
918	5.207237924
919	5.206964679
920	5.206671923
921	5.20629516
922	5.205881763
923	5.205544253
924	5.205271839
925	5.204938417
926	5.20446163
927	5.204184437
928	5.20387789
929	5.203468882
930	5.203095639
931	5.202774778
932	5.202268991
933	5.20176421
934	5.201475471
935	5.20051782
936	5.199767846
937	5.199132382
938	5.198855816
939	5.197906519
940	5.197568537
941	5.197302675
942	5.196693697
943	5.196421563
944	5.196148265
945	5.195843956
946	5.195216491
947	5.194997074
948	5.1946699
949	5.194403054
950	5.194005604
951	5.193471045
952	5.193122985
953	5.191997543
954	5.191656018
955	5.191364917
956	5.190724813
957	5.190373307
958	5.19009824
959	5.1898113
960	5.189518057
961	5.188727551
962	5.188317564
963	5.188056354
964	5.187772033
965	5.187428784
966	5.186524291
967	5.186244673
968	5.1859275
969	5.185687306
970	5.185483107
971	5.18523199
972	5.184901111
973	5.18483389
974	5.184368076
975	5.184249142
976	5.183222693
977	5.182988555
978	5.182709603
979	5.182479367
980	5.182222629
981	5.181905646
982	5.181630319
983	5.181325329
984	5.180837011
985	5.180528819
986	5.179448904
987	5.17906334
988	5.178868039
989	5.178538963
990	5.178076728
991	5.177868868
992	5.177656392
993	5.177257605
994	5.176580483
995	5.176119982
996	5.175948035
997	5.17576982
998	5.175397781
999	5.174936248
